name,MISC_FPTS/G
davante-adams,21.5
tyreek-hill,19.0
stefon-diggs,16.6
calvin-ridley,15.8
deandre-hopkins,14.4
justin-jefferson,14.4
dk-metcalf,14.4
adam-thielen,14.5
tyler-lockett,13.5
mike-evans,13.4
aj-brown,15.2
allen-robinson,13.2
robert-woods,12.5
keenan-allen,13.9
brandin-cooks,12.8
amari-cooper,11.9
marvin-jones,11.9
juju-smith-schuster,11.6
chase-claypool,11.5
ceedee-lamb,11.3
terry-mclaurin,12.0
dj-moore-wr,11.9
diontae-johnson,11.9
robby-anderson,11.0
curtis-samuel,11.6
cole-beasley,11.1
cooper-kupp,10.8
will-fuller,14.8
nelson-agholor,10.1
tee-higgins,10.1
corey-davis,11.4
chris-godwin,13.2
brandon-aiyuk,12.9
marquise-brown,9.6
tyler-boyd,10.2
jarvis-landry,10.1
russell-gage,9.1
michael-gallup,9.0
jamison-crowder,11.9
ty-hilton,9.1
tim-patrick,9.0
devante-parker,9.6
emmanuel-sanders,9.6
jerry-jeudy,8.2
mike-williams-wr,8.6
sterling-shepard,10.8
laviska-shenault,9.2
keelan-cole,8.0
dj-chark,9.8
christian-kirk,8.7
darnell-mooney,7.6
marquez-valdesscantling,7.6
julio-jones,13.4
gabriel-davis,7.5
darius-slayton,7.3
zach-pascal,7.2
jakobi-meyers,8.1
mecole-hardman,6.7
greg-ward,6.7
kendrick-bourne,7.0
hunter-renfrow,6.5
rashard-higgins,7.9
david-moore,6.3
josh-reynolds,6.1
travis-fulgham,7.5
antonio-brown,11.8
damiere-byrd,5.7
aj-green,5.5
trequan-smith,6.2
scott-miller,5.4
demarcus-robinson,5.7
isaiah-mckenzie,5.3
james-washington,5.3
anthony-miller,5.3
breshad-perriman,7.0
danny-amendola,6.0
jalen-guyton,5.2
allen-lazard,8.1
randall-cobb,8.1
john-brown,8.9
michael-pittman,6.1
braxton-berrios,4.9
willie-snead,6.0
chris-conley,5.1
odell-beckham,10.8
kj-hamler,5.8
larry-fitzgerald,5.7
jalen-reagor,6.5
henry-ruggs,5.5
keke-coutee,8.8
cam-sims,4.4
sammy-watkins,7.0
tyron-johnson,5.8
jakeem-grant,5.0
golden-tate,5.8
preston-williams,8.2
deebo-samuel,9.2
michael-thomas-wr,9.1
miles-boykin,3.8
nkeal-harry,4.1
quintez-cephus,4.4
kenny-golladay,11.2
richie-james,4.8
donovan-peoples-jones,4.3
marvin-hall,4.3
daesean-hamilton,3.2
collin-johnson,3.6
denzel-mims,5.5
adam-humphries,6.6
julian-edelman,7.6
andy-isabella,3.4
steven-sims,3.7
olamide-zaccheaus,3.9
cedrick-wilson,2.7
devin-duvernay,2.7
isaiah-ford,4.2
chad-beebe,2.9
lynn-bowden,4.0
chad-hansen,7.6
desean-jackson,7.6
deonte-harty,4.2
van-jefferson,2.3
dontrelle-inman,3.7
mohamed-sanu,3.6
tyler-johnson,2.5
byron-pringle,2.9
freddie-swain,2.2
isaiah-wright,2.3
marcus-johnson,3.0
marquez-callaway,2.9
bryan-edwards,2.6
zay-jones,1.9
mack-hollins,1.9
olabisi-johnson,1.7
kenny-stills,2.6
jeff-smith,2.1
keesean-johnson,3.1
cameron-batson,2.0
mike-thomas,1.7
john-hightower,1.8
brandon-powell,1.6
khadarel-hodge,2.6
gunner-olszewski,1.8
kalif-raymond,1.5
noah-brown,1.4
jamal-agnew,1.6
ray-ray-mccloud-iii,1.4
auden-tate,2.4
equanimeous-st-brown,1.8
christian-blake,1.3
alshon-jeffery,2.9
malcolm-perry,2.2
quez-watkins,3.4
laquon-treadwell,4.0
dez-bryant,3.3
chris-hogan,3.8
demichael-harris,2.5
alex-erickson,1.0
malik-taylor,1.1
cj-board,1.1
javon-wims,1.1
trent-taylor,1.1
dante-pettis,1.9
justin-watson,1.2
austin-mack,1.1
jj-arcega-whiteside,1.6
liljordan-humphrey,4.0
diontae-spencer,1.1
parris-campbell,5.9
austin-carr,1.7
pharoh-cooper,0.6
jaydon-mickens,0.9
tyrie-cleveland,0.9
joe-reed,0.8
kj-hill,0.6
jake-kumerow,1.5
jamarcus-bradley,2.8
steven-mitchell,1.4
damion-ratley,1.7
courtland-sutton,8.1
ashton-dulin,0.6
trent-sherfield,0.5
river-cracraft,0.8
nick-westbrook,0.5
isaiah-zuber,1.5
riley-ridley,1.2
ted-ginn-jr,1.1
seth-roberts,0.7
darrius-shepherd,0.6
brandon-zylstra,0.3
terry-godwin,1.7
josh-malone,1.2
robert-foster,1.2
lawrence-cager,2.3
deontay-burnett,1.7
daurice-fountain,0.7
antonio-gandy-golden,0.5
antonio-callaway,0.6
john-ross,0.9
penny-hart,0.2
tavon-austin,0.6
tommylee-lewis,0.5
donte-moncrief,0.4
jaleel-scott,2.1
bennie-fowler,0.4
james-proche-ii,0.1
keith-kirkwood,1.8
vyncint-smith,0.3
cody-hollister,0.9
marcus-kemp,0.2
gehrig-dieter,0.4
andre-roberts,0.1
trenton-irwin,1.0
jojo-natson,0.1
jason-moore,0.0
alex-bachman,0.0
reggie-begelton,0.0
hakeem-butler,0.0
quinton-bell,0.0
juwann-winfree,0.0
stanley-morgan,0.0
keelan-doss,0.0
dan-chisena,0.0
isaiah-coulter,0.0
kirk-merritt,0.0
dezmon-patmon,0.0
kj-osborn,0.0
matt-cole,0.0
chris-rowland,0.0
kristian-wilkerson,0.0
tony-brown,0.0
jordan-matthews,0.0
matthew-slater,0.0
justin-hardee,0.0
taywan-taylor,0.0
duke-williams,0.0
marken-michel,0.0
rico-gafford,0.0
malik-turner,0.0
fred-brown,0.0
cyril-grayson,0.0
deante-burton,0.0
derrick-willies,0.0
jeff-badet,0.0
trey-quinn,0.0
deon-cain,0.0
ty-montgomery,0.0
kevin-white,0.0
chris-moore,0.0
tajae-sharpe,0.0
johnny-holton,0.0
deandre-carter,-0.1
kendall-hinton,-0.8
dede-westbrook,-0.6
dwayne-harris,-0.7
nsimba-webster,-0.1
